Bissel Gardens Farmers' Market,Baychester Ave & 214st Street,40.901404,-73.846962,7/6/11/19,9/17,Wednesday/Saturday,EBT,Bronx,http://bisselgardens.org/thegardens/farmersmarket/,_
79th Street Greenmarket,Columbus Ave bet 77th & 81st Street,40.782208,-73.975499,1/1/12/31,9/17,Sunday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/79th-street,Textile Recycling/Food Scrap Composting
82nd Street Greenmarket,82nd Street between 1st & York Ave,40.77398,-73.949954,1/1/12/31,9/14:30,Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/82nd-street,Textile Recycling/Food Scrap Composting/Upper Green Side Recycling Collection
92nd Street Greenmarket,1st Ave bet 92nd & 93rd Street,40.78104,-73.946306,6/26/11/20,9/16,Sunday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/92nd-street,Food Scrap Composting/Upper Green Side Recycling Collection
97th Street Greenmarket,97th Street bet Columbus & Amsterdam,40.794137,-73.968434,1/1/12/31,8/14,Friday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/west-97,Textile Recycling/Food Scrap Composting
125th Street Fresh Connect Farmers' Market,Adam Clayton Powell Jr. State Office Building 163 W 125th St,40.809146,-73.946815,6/7/11/22,10/19,Tuesday,EBT,Manhattan,http://125thstreetfarmersmarket.com/,Free Fitness Classes
175th Street Greenmarket,175th Street bet Wadsworth & Broadway,40.846244,-73.938579,6/30/11/17,8/17,Thursday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/175th-street,Textile Recycling/Food Scrap Composting
Abingdon Square Greenmarket,12th Street & 8th Ave,40.737064,74.005555,1/1/12/31,8/14,Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/abingdon-square,Textile Recycling/Food Scrap Composting
Bowling Green Grenmarket,Broadway & Battery Place ,40.704917,-74.013657,1/1/12/31,8/17,Tuesday/Thursday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/bowling-green-tu,Food Composting
Broadway French Market,Broadway Boulevard bet 35th & 36th Street,40.750963,-73.98779,5/4/11/23,11/18,Wednesday/Thursday/Friday,_,Manhattan,http://www.34thstreet.org/neighborhood/market.html,_
Chelsea's Down to Earth Farmers' Market,23rd Street bet 8th & 9th Ave,40.746314,-74.000811,5/21/12/17,9/16,Saturday,EBT,Manhattan,http://downtoearthmarkets.com/markets?region=Manhattan&market=Chelsea+Farmers+Market,_
Chenchita's Community Garden,112th Street & Madison Ave,40.797143,-73.946626,1/1/12/31,11/16,Saturday,EBT,Manhattan,https://www.facebook.com/Chenchitas-Group-Garden-422890787843772/,_
City Hall Greenmarket,Broadway & Chambers Street,40.714111,-74.006321,3/1/12/20,8/16,Tuesday/Friday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/city-hall-tu,_
Columbia University Greenmarket,Broadway bet 114th & 116th Streets,40.806823,-73.96457,1/1/12/31,8/17,Thursday/Sunday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/columbia-th,Textile Recycling/Food Scrap Composting
Dag Hammarskjold Plaza Greenmarket,47th Street & 2nd Ave,40.75298,-73.969877,1/1/12/31,8/16,Wednesday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Textile Recycling/Food Scrap Composting
El Barrio Youth Marqueta,116th Street & Park Ave,40.799243,-73.943102,7/7/11/19,11/17,Thursday/Saturday,EBT,Manhattan,https://www.grownyc.org/youthmarket/elbarrioyouthmarqueta,_
Fort Washington Greenmarket,168th Street & Fort Washington Ave,40.842223,-73.94228,6/7/11/22,8/16,Tuesday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/fort-washington,Textile Recycling/Food Scrap Composting
Gouverneur Health Youthmarket,Madison Street bet Clinton & Jefferson Streets,40.712829,-73.987763,7/7/11/17,8:30/15,Thursday,EBT,Manhattan,https://www.grownyc.org/youthmarket/gouverneur,_
Grass Roots Farmers' Market,145th Street bet Edgecombe & Bradhurst Ave,40.823729,-73.943632,7/1/11/1,9/16,Saturday,EBT,Manhattan,https://www.facebook.com/pg/Grass-Roots-Farmers-Market-133473916674621/about/?ref=page_internal,_
Hamilton Heights Green Youth Market,Amsterdam between 143rd & 144th Streets,40.823945,-73.948557,7/10/11/15,11:30/16,Wednesday,EBT,Manhattan,http://westharlemcpo.org/archive-2/brotherhoodsister-sol-launches-first-youth-run-farmers-market-in-hamilton-heights/,_
Harvest Home East Harlem Farmers' Market,104th Street & 3rd Ave,40.790261,-73.945617,7/7/11/17,8/16,Thursday,EBT,Manhattan,http://www.harvesthomefm.org/manhattan_markets.aspx#EastHarlemMarket,_
Harvest Home East River Farmers' Market,1st Ave bet 108th & 109th Street,40.791231,-73.938911,7/10/11/20,9/16,Sunday,EBT,Manhattan,http://harvesthomefm.org/calender.aspx?id=84&d=09182016,_
Harvest Home Harlem Hospital Farmers' Market,506 Lenox Ave between 135th & 137th Streets,40.814147,-73.93988,1/1/12/31,9/15,Friday,EBT,Manhattan,http://www.harvesthomefm.org/manhattan_markets.aspx#HarlemHospitalMarket,_
Harvest Home Lenox Ave Farmers' Market,Lenox Ave bet 117th & 118th Streets,40.802984,73.948883,6/18/11/19,8/17,Saturday,EBT,Manhattan,http://www.harvesthomefm.org/manhattan_markets.aspx#LenoxAvenueMarket,_
Harvest Home Metropolitan Farmers' Market,99th Street & 3rd Ave,40.787133,-73.947915,7/10/11/18,8/16,Friday,EBT,Manhattan,http://www.harvesthomefm.org/manhattan_markets.aspx#MetropolitanMarket,_
Harvest Home West Harlem Farmers' Market,Broadway bet 137th & 138th Street,40.821678,-73.953812,7/5/11/22,8/16,Tuesday,EBT,Manhattan,http://www.harvesthomefm.org/manhattan_markets.aspx#WestHarlemMarket,_
Inwood Park Greenmarket,Isham Street bet Seaman Ave & Cooper Street,40.869898,-73.920892,1/1/12/31,8/15,Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/inwood,_
Lower East Side Youthmarket,Grand Ave bet Pitt & Willet Street,40.715087,-73.983687,7/7/12/1,8/16,Thursday,EBT,Manhattan,https://www.grownyc.org/youthmarket/les,_
Morningside Park's Down to Earth Farmer's Market,110th Street & Manhattan Ave,40.801398,-73.959685,4/23/12/17,9/16,Saturday,EBT,Manhattan,http://downtoearthmarkets.com/markets?region=Manhattan&market=Morningside+Park+Farmers+Market,_
Mount Sinai Hospital Greenmarket,99th Street & Madison Ave,40.789397,-73.952694,6/29/11/23,8/17,Wednesday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/mount-sinai,Textile Recycling/Food Scrap Composting
Project EATS Frederick Douglass Houses Farmers' Market,100th Street bet Amsterdam & Columbus Ave,40.79637,-73.967707,7/2/11/26,10/16,Saturday,EBT,Manhattan,http://projecteats.org/farm/frederick-douglass/,_
Project Harmony People's Market,122nd Street bet 7th & 8th Ave,40.807654,-73.951246,7/7/11/17,12/19,Thursday,EBT,Manhattan,http://www.projectharmonynyc.org/,_
PS 11 Farm Market,21st Street bet 8th & 9th Ave,40.744432,-74.000647,6/1/11/30,8/10,Wednesday,EBT,Manhattan,http://ps11chelsea.org/ps11-farm-market/,_
PS 7 Farm Stand,119th Street & Lexington Ave (Inside Schoolyard),40.800623,-73.939956,4/22/6/24,14/15,Wednesday,EBT,Manhattan,http://www.nycfoodpolicy.org/eventcalendar/p-s-7-farm-stand/,_
Rockefeller Center Greenmarket,Rockefeller Plaza at 50th Street,40.759079,-73.978456,7/20/8/24,8/17,Wednesday/Thursday/Friday,_,Manhattan,https://www.grownyc.org/greenmarket/manhattan/rockefeller-w,_
St Mark's Church Greenmarket,10th Street & 2nd Ave,40.729829,-73.986788,6/7/11/22,8/18,Tuesday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/saint-marks-church,Textile Recycling/Food Scrap Composting
Staten Island Ferry Whitehall Terminal Greenmarket,4 South Street (Inside Terminal),40.701501,-74.013155,1/1/12/31,8/19,Tuesday/Friday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/si-ferry,_
Stuyvesant Town Greenmarket,14th Street Loop bet 1st Ave & Avenue A,40.731345,-73.978242,5/22/11/20,9:30/16,Sunday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/stuyvesant-town,Compost Collection
Sugar Hill Greenmarket,155th Street & St. Nicholas Ave,40.830886,-73.94135,6/18/11/19,8/16,Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/sugar-hill,_
Tompkins Square Greenmarket,7th Street & Avenue A,40.726106,-73.98339,1/1/12/31,9/18,Sunday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/tompkins-square,Textile Recycling/Food Scrap Composting
Tribeca Greenmarket,Greenwich & Chambers Street,40.716994,-74.010879,1/1/12/31,8/15,Wednesday/Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/tribeca-sa,Textile Recycling/Food Scrap Composting
Tucker Square Greenmarket,66th Street & Columbus Ave,40.773501,-73.981902,1/1/12/31,8/17,Thursday/Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Food Scrap Composting
Union Square Greenmarket,17th Street & Broadway,40.736749,-73.990217,1/1/12/31,8/18,Monday/Wednesday/Friday/Saturday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan-union-square-m,Textile Recycling/Food Scrap Composting
Water Street Greenmarket,Water Street & Coenties Slip,40.703289,-74.010265,6/2/11/17,8/18,Thursday,EBT,Manhattan,https://www.grownyc.org/greenmarket/manhattan/water-street,_
Astoria Greenmarket,14th Street bet 31st Ave & 31st Road,40.768268,-73.93203,7/6/11/16,8/15,Wednesday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/astoria,_
Corona Greenmarket,Roosevelt Ave & 103rd Street,40.749754,-73.862395,7/8/11/18,8/15,Friday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/corona,Food Scrap Composting
Culinary Kids Farm Rockaway,444 Beach 58th Street & Beach Channel Drive,40.595724,-73.78836,7/2/9/24,10/15,Saturday,EBT,Queens,http://www.culinarykidsdaycamp.org/,_
Culinary Kids Farmers' Market,30-15 Seagirt Blvd,40.595792,-73.763717,7/2/9/24,10/15,Saturday,EBT,Queens,http://www.culinarykidsdaycamp.org/,_
Ditmars Park Youthmarket,Steinway Street bet Ditmars Blvd & 23rd Ave,40.771833,-73.907329,7/9/11/19,9/16,Saturday,EBT,Queens,https://www.grownyc.org/youthmarket/ditmarspark,_
Elmhurst Hospital Greenmarket,41st Ave bet 80th & 81st Street,40.745841,-73.885484,6/7/11/22,8/16,Tuesday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/elmhurst,_
Edgemere Farm Farmstand,Beach 45th Street & Beach Channel Drive,40.595371,-73.776541,5/7/10/29,9/13,Saturday,EBT,Queens,http://www.edgemerefarm.org/contact/,_
Flushing Greenmarket,Kissena Blvd & Maple Ave (Maple Playground),40.756137,-73.825978,7/13/11/23,8/16,Wednesday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/flushing,Food Scrap Composting
Forest Hills Greenmarket,Queens Blvd & 70th Ave,40.721934,-73.846781,1/1/12/31,8/15,Sunday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/forest-hills,Textile Collection/Food Scrap Composting
Harvest Home Rochdale Mall Farmers' Market,Baisley Blvd bet Guy R Brewer Blvd & Bedell Street,40.67867,-73.778654,7/9/11/19,8/16,Saturday,EBT,Queens,http://www.harvesthomefm.org/queens.aspx,_
Jackson Heights Greenmarket,34th Ave & 78th Street,40.753408,-73.889305,1/1/12/31,8/15,Sunday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/jackson-heights,Textile Recycling/Food Scrap Composting
Jamaica's Down to Earth Farmers' Market - Friday Market,Parsons Blvd bet Jamaica & Archer Ave,40.702795,-73.799953,6/17/11/18,8:30/16,Friday,EBT,Queens,http://downtoearthmarkets.com/markets?region=Queens&market=Jamaica+Farmers+Market++Friday,_
Jamaica's Down to Earth Farmers' Market - Saturday Market,160th Street & Jamaica Ave,40.704528,-73.799674,6/18/11/19,8:30/16,Saturday,EBT,Queens,http://downtoearthmarkets.com/markets?region=Queens&market=Jamaica+Farmers+Market+Saturday,_
Pomonok Community-Run Farmers' Market,67-09 Kissena Blvd,40.734872,-73.814097,7/6/11/23,9/16,Wednesday,EBT,Queens,https://www.facebook.com/pg/QCHFarmersMarket/about/?ref=page_internal,_
Queens Botanical Garden's Down to Earth Farmers' Market,Dahlia Avenue At Main Street,40.751603,-73.826968,6/17/11/18,8:30/4,Friday,EBT,Queens,http://downtoearthmarkets.com/markets?region=queens&market=Queens+Botanical+Garden+Farmers+Market,_
Queens Hospital Center Farmers' Market,82-68 164th Street (Front of Ambulatory Care Pavilion),40.71705,-73.804031,7/14/11/17,8/16,Thursday,EBT,Queens,http://www.americantowns.com/ny/jamaica/events/queens-hospital-center-farmers-market-2016-11-17,_
Queens Hospital Center Farmers' Market II,114-02 Guy R Brewer Blvd (Jamaica),40.688702,-73.785932,7/14/11/17,8/16,Thursday,EBT,Queens,http://www.americantowns.com/ny/jamaica/events/queens-hospital-center-farmers-market-ii-2016-08-11,_
Ridgewood Youthmarket,Cypress Ave bet Myrtle & Putnam Ave,40.700215,-73.906522,7/9/11/19,8/16,Saturday,EBT,Queens,https://www.grownyc.org/youthmarket/ridgewood,_
Rockaway Beach Youthmarket,Beach 58th Street & Beach Channel Drive,40.594626,-73.788349,7/9/11/19,9/15,Saturday,EBT,Queens,https://www.grownyc.org/youthmarket/rockawaybeach,Food Scrap Composting
Socrates Sculpture Park Greenmarket,Vernon Blvd & Broadway (Inside Park),40.768183,-73.936474,6/4/11/19,8/16,Saturday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/socrates-sculpture-park,Food Scrap Composting
Sunnyside Greenmarket,Skillman Ave bet 42nd & 43rd Street,40.747049,-73.921712,1/1/12/31,8/15,Saturday,EBT,Queens,https://www.grownyc.org/greenmarket/queens/sunnyside,Textile Recycling/Food Scrap Composting
Snug Harbor Farmers' Market,1000 Richmond Terrace,40.642714,-74.101907,6/14/11/1,15/18,Friday,_,Staten Island,http://snug-harbor.org/heritage-farm/,Food Scrap Composting
St George Greenmarket,St. Marks Place & Hyatt Street,40.641867,-74.077931,1/1/12/31,8/14,Saturday,EBT,Staten Island,https://www.grownyc.org/greenmarket/staten-island/saint-george,Food Scrap Composting
Staten Island Mall Greenmarket,Marsh Ave & Ring Road,40.641639,-74.077888,1/1/12/31,9/12,Saturday,EBT,Staten Island,https://www.grownyc.org/greenmarket/staten-island/saint-george,Food Scrap Composting
